               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  14,            0.053831,            0.018994,            0.014678,             0.35912,              0.2963,             0.29204,            0.097591,            0.055143,           0.0092938,            0.022046,            0.009963,            0.009963,            0.009963
                  15,            0.052744,            0.018439,            0.013491,             0.91454,             0.31383,             0.47285,             0.18327,            0.047058,            0.012003,            0.020049,           0.0099571,           0.0099571,           0.0099571
                  16,            0.051985,            0.018327,            0.013649,             0.35358,             0.58344,               0.511,              0.2029,            0.044589,            0.009467,            0.018299,           0.0099508,           0.0099508,           0.0099508
                  17,            0.051091,            0.018549,            0.012833,             0.57975,             0.40342,             0.40563,             0.17915,            0.045202,            0.012098,            0.031148,            0.009944,            0.009944,            0.009944
                  18,            0.050703,            0.017789,            0.012227,             0.75876,             0.65506,             0.72759,             0.28239,            0.042363,           0.0085804,            0.010048,           0.0099368,           0.0099368,           0.0099368
                  19,            0.050128,            0.017617,            0.012165,             0.50405,             0.31715,             0.35492,              0.1549,            0.046518,            0.013426,             0.02107,           0.0099291,           0.0099291,           0.0099291
                  20,            0.049321,            0.017476,            0.011575,             0.47491,             0.52789,             0.47876,             0.21364,            0.040991,            0.009707,            0.015475,           0.0099211,           0.0099211,           0.0099211
                  21,             0.04911,            0.017451,            0.012084,             0.61596,             0.42394,             0.55078,             0.19897,             0.04769,           0.0086111,            0.014487,           0.0099126,           0.0099126,           0.0099126
                  22,            0.048582,            0.017591,            0.011728,             0.60271,             0.61193,              0.6236,             0.27748,            0.040291,           0.0086308,            0.016196,           0.0099037,           0.0099037,           0.0099037
                  23,            0.048167,            0.017089,            0.010864,              0.4695,             0.65946,             0.54519,              0.2403,            0.041993,           0.0091322,            0.025756,           0.0098943,           0.0098943,           0.0098943
                  24,            0.047306,            0.017111,            0.011111,             0.78028,             0.69559,             0.72793,             0.32018,            0.039585,            0.007442,            0.013611,           0.0098845,           0.0098845,           0.0098845
                  25,            0.047118,             0.01667,            0.010424,              0.6428,             0.62843,             0.62406,             0.28603,            0.042476,           0.0075284,            0.014216,           0.0098743,           0.0098743,           0.0098743
                  26,            0.046783,            0.016939,            0.010944,             0.57395,             0.76044,             0.71771,              0.3439,            0.036929,            0.007336,             0.01436,           0.0098637,           0.0098637,           0.0098637
                  27,            0.046806,            0.016459,              0.0101,             0.67277,             0.67895,              0.6844,             0.30685,            0.040692,           0.0074331,            0.010185,           0.0098527,           0.0098527,           0.0098527
                  28,            0.045773,             0.01648,            0.010011,             0.67773,             0.75704,             0.73854,             0.34589,            0.037747,           0.0075937,            0.013473,           0.0098412,           0.0098412,           0.0098412
                  29,            0.045933,              0.0161,           0.0098173,             0.56606,             0.59559,             0.57585,             0.26292,            0.042032,           0.0080229,             0.01326,           0.0098293,           0.0098293,           0.0098293
                  30,            0.045241,            0.016399,            0.010117,             0.61561,              0.6188,             0.63912,             0.24203,             0.04193,           0.0077767,            0.012495,            0.009817,            0.009817,            0.009817
                  31,            0.045094,             0.01609,           0.0096503,             0.77561,             0.66738,             0.68803,             0.29813,            0.042622,           0.0073708,            0.011157,           0.0098042,           0.0098042,           0.0098042
                  32,            0.044295,            0.015982,           0.0098307,             0.71849,             0.62409,             0.70028,             0.35588,            0.037368,           0.0080205,            0.013325,           0.0097911,           0.0097911,           0.0097911
                  33,            0.044332,            0.015817,           0.0097369,             0.59602,             0.66462,              0.6692,             0.32561,            0.037235,           0.0093962,            0.014019,           0.0097775,           0.0097775,           0.0097775
                  34,            0.044038,            0.016053,           0.0093563,             0.56459,             0.60258,              0.5886,             0.27263,             0.04192,           0.0077212,            0.023431,           0.0097635,           0.0097635,           0.0097635
                  35,            0.043867,             0.01555,           0.0089887,             0.61675,              0.6179,             0.62186,             0.25748,             0.04525,           0.0067333,           0.0087092,           0.0097491,           0.0097491,           0.0097491
                  36,            0.043746,            0.015717,           0.0088902,             0.53323,              0.6557,             0.57325,             0.24467,            0.041743,           0.0092987,            0.012025,           0.0097343,           0.0097343,           0.0097343
                  37,            0.043109,            0.015729,           0.0092045,             0.75408,             0.75895,             0.73722,              0.3909,            0.036822,           0.0068814,           0.0086413,           0.0097191,           0.0097191,           0.0097191
                  38,             0.04273,            0.015294,           0.0085071,             0.80358,             0.77221,              0.8021,             0.30872,            0.043307,           0.0067407,            0.011531,           0.0097035,           0.0097035,           0.0097035
                  39,            0.043282,             0.01555,            0.008878,             0.67331,             0.66856,             0.66278,             0.32626,            0.038905,            0.007996,            0.012194,           0.0096875,           0.0096875,           0.0096875
                  40,             0.04275,            0.015563,           0.0081999,              0.7256,             0.70225,             0.76931,              0.3745,             0.03674,           0.0070917,            0.011744,            0.009671,            0.009671,            0.009671
                  41,            0.042485,             0.01533,           0.0086219,              0.8241,             0.66308,             0.75458,             0.39633,            0.035751,           0.0074024,            0.010548,           0.0096542,           0.0096542,           0.0096542
                  42,            0.042348,            0.014848,           0.0082065,             0.78036,              0.7655,             0.82161,             0.32655,            0.039982,           0.0063592,             0.01095,           0.0096369,           0.0096369,           0.0096369
                  43,            0.041686,            0.014678,           0.0076496,             0.71494,             0.74902,             0.74361,             0.35676,            0.039718,           0.0067338,            0.014023,           0.0096193,           0.0096193,           0.0096193
                  44,            0.041764,            0.015117,           0.0083405,             0.68696,               0.681,              0.6954,             0.33601,            0.039869,           0.0071323,            0.012992,           0.0096013,           0.0096013,           0.0096013
                  45,            0.042402,            0.015207,           0.0092031,             0.80113,             0.75618,             0.76426,             0.36084,            0.036654,           0.0066682,            0.010173,           0.0095828,           0.0095828,           0.0095828
                  46,            0.041779,            0.015077,           0.0080047,             0.70713,             0.69451,             0.71479,             0.39621,            0.038445,           0.0066122,            0.013571,            0.009564,            0.009564,            0.009564
                  47,            0.041308,            0.014857,           0.0079748,             0.82427,             0.69422,             0.77267,             0.36775,            0.036923,           0.0064899,            0.011889,           0.0095448,           0.0095448,           0.0095448
                  48,            0.040791,            0.014579,             0.00724,              0.6728,              0.6257,              0.7011,             0.34235,            0.039847,           0.0089554,             0.02106,           0.0095252,           0.0095252,           0.0095252
                  49,            0.040277,            0.014818,           0.0078103,              0.7398,             0.77414,             0.78218,             0.36516,             0.03643,           0.0070917,           0.0066514,           0.0095052,           0.0095052,           0.0095052
                  50,            0.040643,            0.014799,           0.0079624,             0.81767,             0.67918,             0.75903,             0.38789,            0.037317,           0.0076002,           0.0095193,           0.0094849,           0.0094849,           0.0094849
                  51,             0.04084,            0.014543,           0.0072817,             0.62169,             0.70816,             0.57216,             0.30297,            0.038813,            0.008517,            0.012552,           0.0094641,           0.0094641,           0.0094641
                  52,            0.041082,            0.014735,           0.0076015,             0.67401,             0.68982,             0.72425,             0.37061,            0.037264,           0.0066305,           0.0093846,            0.009443,            0.009443,            0.009443
                  53,            0.040907,            0.014519,           0.0073839,             0.59024,             0.80738,              0.6798,             0.31414,            0.036351,           0.0068812,             0.00809,           0.0094215,           0.0094215,           0.0094215
                  54,            0.040393,            0.014308,           0.0078619,             0.75237,             0.80069,              0.7629,             0.35478,            0.035017,           0.0071414,           0.0083838,           0.0093996,           0.0093996,           0.0093996
                  55,            0.040317,            0.014308,           0.0074645,             0.75714,             0.83315,             0.81094,             0.37555,            0.036908,           0.0064995,            0.008934,           0.0093773,           0.0093773,           0.0093773
                  56,            0.040214,            0.014356,           0.0075194,              0.8171,             0.80281,             0.83963,             0.37984,            0.039477,           0.0059284,           0.0080353,           0.0093547,           0.0093547,           0.0093547
                  57,            0.039668,            0.014292,           0.0072128,             0.94136,             0.81641,             0.89371,             0.43521,            0.035692,            0.005315,           0.0062398,           0.0093317,           0.0093317,           0.0093317
                  58,            0.038897,            0.014214,           0.0074392,             0.81643,              0.7959,             0.81447,             0.41766,            0.037002,           0.0061316,           0.0081871,           0.0093083,           0.0093083,           0.0093083
                  59,            0.039517,            0.014449,           0.0070978,             0.72729,             0.78875,              0.7964,             0.40791,            0.034952,           0.0065897,           0.0093052,           0.0092846,           0.0092846,           0.0092846
                  60,            0.039356,            0.013855,           0.0072939,             0.81972,             0.86639,             0.85579,             0.39274,             0.03841,           0.0054663,           0.0096884,           0.0092605,           0.0092605,           0.0092605
                  61,            0.039177,            0.014189,            0.006865,              0.8265,             0.84234,             0.86659,             0.39049,            0.036593,           0.0056491,           0.0080315,           0.0092361,           0.0092361,           0.0092361
                  62,            0.039304,            0.014151,           0.0066565,              0.8042,             0.74266,             0.80007,             0.40046,             0.03553,           0.0062772,           0.0087078,           0.0092113,           0.0092113,           0.0092113
                  63,            0.039812,             0.01399,           0.0066549,             0.86655,             0.80623,              0.8662,             0.42342,            0.035454,           0.0056374,           0.0087403,           0.0091861,           0.0091861,           0.0091861
                  64,            0.038273,            0.013731,           0.0070734,             0.77531,              0.8651,             0.86718,             0.44808,            0.034162,           0.0056803,           0.0088862,           0.0091606,           0.0091606,           0.0091606
                  65,              0.0386,            0.013757,           0.0071489,              0.6839,             0.73339,             0.71644,             0.32955,            0.038652,           0.0067277,            0.010873,           0.0091348,           0.0091348,           0.0091348
                  66,            0.038288,            0.013835,           0.0067449,             0.78671,             0.79651,             0.84362,             0.42538,            0.033147,           0.0060992,           0.0096608,           0.0091086,           0.0091086,           0.0091086
                  67,            0.038472,            0.014072,           0.0065696,             0.77267,             0.78508,             0.81199,             0.42517,            0.034751,           0.0058797,            0.010147,           0.0090821,           0.0090821,           0.0090821
                  68,            0.037945,            0.013858,           0.0066912,             0.83079,             0.79045,             0.85602,             0.43123,            0.032864,           0.0058676,           0.0096281,           0.0090552,           0.0090552,           0.0090552
                  69,             0.03818,            0.013781,           0.0064473,             0.75181,             0.84229,             0.81131,             0.41109,            0.034608,           0.0053929,           0.0091059,            0.009028,            0.009028,            0.009028
                  70,            0.037793,            0.013784,           0.0064084,             0.85456,             0.78755,             0.83466,             0.43649,            0.034906,           0.0059017,            0.010509,           0.0090004,           0.0090004,           0.0090004
                  71,            0.037916,            0.013571,           0.0066946,             0.77407,             0.73687,             0.78353,             0.37661,            0.036422,           0.0058675,            0.013637,           0.0089726,           0.0089726,           0.0089726
                  72,            0.038059,            0.013533,           0.0065456,             0.85256,             0.78985,             0.82865,             0.42882,            0.034266,           0.0059426,           0.0066984,           0.0089444,           0.0089444,           0.0089444
                  73,            0.037618,             0.01365,           0.0061599,             0.87654,             0.83229,              0.8848,             0.41815,            0.035876,            0.005715,           0.0092654,           0.0089159,           0.0089159,           0.0089159
                  74,            0.037892,            0.013359,           0.0065332,             0.91419,             0.83594,             0.88317,             0.45424,            0.033005,           0.0055403,           0.0063019,            0.008887,            0.008887,            0.008887
                  75,             0.03806,            0.013586,            0.006503,             0.79021,             0.83317,             0.85547,             0.41686,            0.034811,           0.0056769,           0.0081817,           0.0088579,           0.0088579,           0.0088579
                  76,            0.037905,            0.013574,           0.0067206,             0.81662,             0.73461,             0.80627,             0.37625,            0.036143,           0.0065803,            0.011581,           0.0088284,           0.0088284,           0.0088284
                  77,            0.037413,            0.013439,           0.0064783,             0.88191,             0.87969,             0.90247,             0.43519,             0.03458,           0.0057155,           0.0084927,           0.0087987,           0.0087987,           0.0087987
                  78,            0.037574,             0.01355,           0.0068415,             0.82769,             0.88886,             0.88756,             0.43203,            0.034246,           0.0057272,           0.0082688,           0.0087686,           0.0087686,           0.0087686
                  79,            0.037465,            0.012981,            0.006239,             0.77306,             0.86502,             0.83887,             0.39829,             0.03592,            0.005612,           0.0089248,           0.0087382,           0.0087382,           0.0087382
                  80,            0.037016,            0.013432,            0.006612,             0.81617,              0.7339,             0.80447,             0.41266,            0.035923,           0.0059547,              0.0127,           0.0087075,           0.0087075,           0.0087075
                  81,            0.037332,              0.0132,           0.0060742,             0.83699,              0.8305,             0.86555,             0.41328,            0.035017,           0.0056596,            0.009725,           0.0086765,           0.0086765,           0.0086765
                  82,            0.037165,             0.01337,           0.0063515,             0.84691,             0.80527,             0.87002,             0.42048,            0.034016,           0.0056666,           0.0098574,           0.0086452,           0.0086452,           0.0086452
                  83,            0.036882,            0.013323,           0.0062479,             0.78128,             0.85035,             0.86596,             0.43928,            0.032488,           0.0054291,            0.010534,           0.0086137,           0.0086137,           0.0086137
                  84,            0.036609,            0.013107,           0.0061671,             0.84439,             0.85898,             0.87178,             0.42336,            0.035148,           0.0055895,           0.0086642,           0.0085818,           0.0085818,           0.0085818
                  85,            0.037127,            0.013281,           0.0060773,             0.86813,             0.84036,             0.89999,             0.48462,            0.032253,           0.0054703,            0.012168,           0.0085497,           0.0085497,           0.0085497
                  86,            0.036837,             0.01322,           0.0064262,             0.86519,             0.84735,             0.88277,             0.45146,            0.033058,           0.0056059,            0.011623,           0.0085173,           0.0085173,           0.0085173
                  87,            0.036318,            0.013177,           0.0065675,             0.90488,             0.87373,             0.91503,             0.47143,            0.033192,           0.0054713,           0.0089521,           0.0084846,           0.0084846,           0.0084846
                  88,            0.036611,            0.013207,           0.0060401,             0.92102,             0.87906,             0.93375,             0.50902,            0.031462,           0.0050901,           0.0080937,           0.0084516,           0.0084516,           0.0084516
                  89,            0.036611,            0.013075,           0.0059491,             0.81068,             0.88349,             0.90572,             0.45984,            0.033483,           0.0055568,           0.0080224,           0.0084184,           0.0084184,           0.0084184
                  90,            0.036271,            0.013181,           0.0063448,             0.87774,             0.77835,             0.85948,             0.41601,            0.033995,             0.00612,           0.0096131,           0.0083849,           0.0083849,           0.0083849
                  91,              0.0367,            0.012995,           0.0062212,             0.88969,             0.79757,             0.87567,             0.43995,            0.034303,            0.005646,            0.010097,           0.0083511,           0.0083511,           0.0083511
                  92,            0.035931,            0.013071,           0.0058783,             0.78946,             0.81333,             0.84695,             0.45507,            0.032369,           0.0055143,            0.011977,           0.0083171,           0.0083171,           0.0083171
                  93,            0.035578,            0.012859,            0.005395,             0.90047,             0.86791,             0.91059,             0.45821,            0.033157,           0.0054261,           0.0075579,           0.0082829,           0.0082829,           0.0082829
                  94,            0.035864,            0.012868,           0.0059798,             0.90087,             0.82214,             0.90353,             0.44855,              0.0347,           0.0056066,           0.0070718,           0.0082483,           0.0082483,           0.0082483
                  95,            0.036465,            0.013037,           0.0064057,             0.82899,             0.85796,             0.86955,             0.45894,             0.03481,           0.0055909,            0.007314,           0.0082136,           0.0082136,           0.0082136
                  96,             0.03621,             0.01302,           0.0064218,             0.86644,             0.87266,             0.88664,             0.48024,             0.03455,           0.0056125,           0.0078494,           0.0081786,           0.0081786,           0.0081786
                  97,            0.036335,            0.012942,            0.005841,             0.87286,             0.89626,             0.91213,             0.48849,            0.032504,           0.0055332,            0.011105,           0.0081433,           0.0081433,           0.0081433
                  98,            0.035869,            0.012762,           0.0061581,                0.92,             0.89114,             0.93491,             0.49506,            0.032795,           0.0049677,            0.011415,           0.0081078,           0.0081078,           0.0081078
                  99,            0.035774,            0.012743,           0.0057097,             0.87602,             0.87026,             0.90228,             0.48684,            0.032037,           0.0052796,            0.010823,           0.0080721,           0.0080721,           0.0080721
                 100,            0.035902,            0.012693,           0.0058723,             0.90623,              0.8784,             0.91723,             0.49312,            0.032083,           0.0050086,           0.0085266,           0.0080362,           0.0080362,           0.0080362
                 101,            0.035557,            0.012521,            0.005662,              0.9098,             0.84853,              0.9037,             0.47611,            0.033731,           0.0051932,           0.0084585,               0.008,               0.008,               0.008
                 102,            0.035498,            0.012377,           0.0055599,             0.89432,             0.87964,             0.92457,             0.48615,            0.032614,           0.0051666,           0.0083567,           0.0079636,           0.0079636,           0.0079636
                 103,            0.035527,            0.012799,           0.0059818,             0.92891,             0.85577,             0.92505,              0.4758,            0.033038,           0.0050527,           0.0070357,            0.007927,            0.007927,            0.007927
                 104,             0.03543,            0.012588,           0.0061053,             0.93771,             0.84461,             0.93221,             0.48865,            0.032245,           0.0051032,           0.0067782,           0.0078902,           0.0078902,           0.0078902
                 105,            0.034911,            0.012538,           0.0059365,             0.91364,             0.89969,             0.93445,             0.46807,            0.032815,            0.005055,           0.0067975,           0.0078532,           0.0078532,           0.0078532
                 106,            0.035045,            0.012744,           0.0055764,             0.91298,             0.91894,               0.936,             0.46362,            0.033627,           0.0051761,           0.0078213,            0.007816,            0.007816,            0.007816
                 107,            0.034784,            0.012288,           0.0056357,             0.94087,             0.84977,              0.9128,             0.46652,            0.032627,           0.0055502,            0.008379,           0.0077785,           0.0077785,           0.0077785
                 108,            0.034576,            0.012446,           0.0053801,             0.92903,             0.82608,             0.90403,             0.46602,            0.032167,           0.0056612,           0.0079036,           0.0077409,           0.0077409,           0.0077409
                 109,            0.034812,            0.012353,           0.0055955,             0.92348,             0.85179,             0.91563,             0.46398,            0.031758,           0.0055424,           0.0075595,           0.0077031,           0.0077031,           0.0077031
                 110,            0.035127,            0.012655,           0.0055403,             0.91957,             0.84688,             0.92204,             0.47704,            0.031841,           0.0052129,           0.0086957,           0.0076651,           0.0076651,           0.0076651
                 111,            0.035085,            0.012415,           0.0056894,             0.91514,              0.8905,             0.92883,             0.49219,            0.031668,           0.0050962,           0.0072297,           0.0076269,           0.0076269,           0.0076269
                 112,            0.034994,            0.012316,           0.0055244,             0.92474,             0.88344,             0.92708,             0.47348,            0.033072,           0.0051823,           0.0073991,           0.0075886,           0.0075886,           0.0075886
                 113,            0.035176,            0.012484,           0.0059093,             0.94117,             0.84321,             0.93023,             0.46248,            0.033175,           0.0053644,           0.0087982,           0.0075501,           0.0075501,           0.0075501
                 114,            0.034799,            0.012602,           0.0059391,             0.87438,             0.86693,             0.92528,             0.46833,            0.033256,           0.0053231,           0.0097128,           0.0075114,           0.0075114,           0.0075114
                 115,            0.034557,            0.012257,           0.0057342,             0.89246,              0.8353,             0.88672,             0.45323,            0.034054,           0.0054172,           0.0096788,           0.0074725,           0.0074725,           0.0074725
                 116,            0.034773,             0.01234,           0.0052899,             0.88409,             0.85327,             0.89593,             0.45043,            0.034617,           0.0052443,           0.0085407,           0.0074335,           0.0074335,           0.0074335
                 117,            0.034324,            0.012448,           0.0054661,             0.92638,               0.868,             0.92464,             0.48606,            0.032648,           0.0051837,           0.0082782,           0.0073943,           0.0073943,           0.0073943
                 118,            0.034243,            0.012285,           0.0054446,              0.9272,              0.8713,             0.92688,             0.49665,            0.032155,            0.005236,           0.0075433,            0.007355,            0.007355,            0.007355
                 119,            0.034835,            0.012411,           0.0054193,              0.8511,             0.88071,              0.8993,             0.47944,            0.032581,           0.0053296,           0.0088766,           0.0073155,           0.0073155,           0.0073155
                 120,            0.034175,            0.012327,           0.0053153,             0.82744,             0.87203,             0.89404,             0.45583,            0.033622,           0.0052408,           0.0090851,           0.0072758,           0.0072758,           0.0072758
                 121,            0.034393,            0.012235,           0.0052975,             0.88321,             0.85941,              0.8905,              0.4608,            0.032815,           0.0052318,            0.010371,           0.0072361,           0.0072361,           0.0072361
                 122,            0.034783,            0.012273,           0.0057672,              0.9193,             0.86939,              0.9012,             0.46197,            0.032143,           0.0052777,           0.0099006,           0.0071962,           0.0071962,           0.0071962
                 123,             0.03425,            0.012181,           0.0054177,             0.90373,             0.85994,             0.89167,             0.45757,            0.032388,           0.0052431,           0.0094869,           0.0071561,           0.0071561,           0.0071561
                 124,            0.034452,            0.012045,           0.0053988,             0.87213,             0.87155,             0.89981,             0.46505,            0.032138,           0.0050765,            0.010525,            0.007116,            0.007116,            0.007116
                 125,            0.034305,            0.012312,           0.0055153,             0.86522,             0.90045,             0.90272,             0.46644,            0.031787,           0.0049477,             0.01052,           0.0070757,           0.0070757,           0.0070757
                 126,            0.033775,            0.012164,           0.0055259,             0.89392,             0.90415,              0.9171,             0.48244,             0.03129,           0.0049129,            0.010377,           0.0070353,           0.0070353,           0.0070353
                 127,            0.034214,            0.012171,            0.005546,             0.90944,             0.89105,              0.9139,             0.48556,            0.031208,           0.0049448,             0.01013,           0.0069948,           0.0069948,           0.0069948
                 128,            0.033892,            0.012209,           0.0052616,             0.88561,              0.9152,               0.916,             0.47744,            0.031764,            0.004981,            0.010097,           0.0069541,           0.0069541,           0.0069541
                 129,            0.033678,            0.012028,           0.0049655,             0.92169,             0.89548,             0.91216,             0.48636,              0.0315,            0.004858,            0.010112,           0.0069134,           0.0069134,           0.0069134
                 130,            0.034239,            0.011998,           0.0050325,             0.93643,             0.90364,             0.93849,             0.49429,            0.031062,           0.0048376,             0.01008,           0.0068726,           0.0068726,           0.0068726
                 131,            0.033859,             0.01223,           0.0050104,             0.95352,             0.91533,             0.94309,               0.493,            0.031126,           0.0048546,           0.0094394,           0.0068316,           0.0068316,           0.0068316
                 132,            0.033837,            0.011904,           0.0055684,             0.95655,             0.91346,             0.94106,             0.49012,            0.031401,           0.0049043,           0.0084556,           0.0067906,           0.0067906,           0.0067906
                 133,            0.033569,            0.011893,           0.0050155,             0.94223,             0.91897,             0.93441,             0.49472,            0.030623,           0.0048535,           0.0089982,           0.0067495,           0.0067495,           0.0067495
                 134,            0.033924,            0.011965,           0.0049444,             0.94494,             0.91495,             0.93977,             0.50089,            0.030369,           0.0048081,           0.0096433,           0.0067083,           0.0067083,           0.0067083
                 135,            0.033378,            0.011757,           0.0048393,             0.93483,              0.9074,             0.93269,             0.49822,            0.030054,           0.0047568,           0.0092319,           0.0066671,           0.0066671,           0.0066671
                 136,             0.03304,            0.011749,           0.0049505,             0.94609,             0.89582,             0.93124,             0.49413,            0.030398,           0.0048628,           0.0077721,           0.0066257,           0.0066257,           0.0066257
                 137,            0.033682,            0.011963,           0.0050526,             0.92469,             0.90835,             0.92458,             0.48799,            0.030267,           0.0048295,           0.0080218,           0.0065843,           0.0065843,           0.0065843
                 138,            0.033069,            0.011927,           0.0048348,             0.94702,             0.90461,             0.93467,             0.48843,            0.030459,           0.0048014,           0.0078713,           0.0065429,           0.0065429,           0.0065429
                 139,            0.033294,            0.012023,           0.0051934,             0.91967,             0.88886,             0.91473,             0.48439,            0.031007,           0.0048415,           0.0083929,           0.0065013,           0.0065013,           0.0065013
                 140,            0.033309,            0.012036,           0.0053375,              0.9137,             0.91336,             0.93406,             0.48646,            0.030986,           0.0048448,           0.0089719,           0.0064597,           0.0064597,           0.0064597
                 141,            0.032989,            0.011807,           0.0049747,             0.92098,             0.90576,             0.93541,             0.48991,            0.030867,           0.0048024,            0.009249,           0.0064181,           0.0064181,           0.0064181
                 142,            0.032985,            0.011774,           0.0050832,             0.93536,             0.91356,              0.9414,             0.49714,            0.030733,           0.0047038,           0.0089964,           0.0063764,           0.0063764,           0.0063764
                 143,            0.032911,            0.011874,           0.0055379,              0.9437,             0.91149,             0.93963,             0.50819,            0.030199,           0.0046388,           0.0091365,           0.0063347,           0.0063347,           0.0063347
                 144,            0.032984,            0.011815,           0.0050506,              0.9475,             0.90704,             0.94367,             0.51371,            0.029682,           0.0046123,           0.0091313,            0.006293,            0.006293,            0.006293
                 145,            0.032771,            0.011736,            0.005007,             0.95964,             0.90116,             0.94902,             0.51484,            0.029734,           0.0045977,           0.0086225,           0.0062512,           0.0062512,           0.0062512
                 146,            0.033128,            0.011506,           0.0050021,             0.95116,              0.9259,             0.95313,             0.52163,            0.029586,           0.0045987,           0.0085271,           0.0062093,           0.0062093,           0.0062093
                 147,            0.032483,            0.011775,           0.0048934,             0.95693,             0.93481,              0.9618,             0.51925,            0.029484,           0.0045678,            0.008447,           0.0061675,           0.0061675,           0.0061675
                 148,            0.032834,            0.011922,           0.0047509,             0.95713,             0.93475,             0.96614,              0.5181,            0.029364,           0.0045598,           0.0084419,           0.0061256,           0.0061256,           0.0061256
                 149,            0.032671,            0.011733,           0.0049473,             0.96623,             0.92479,             0.96546,             0.51857,            0.029243,           0.0045507,           0.0085446,           0.0060838,           0.0060838,           0.0060838
                 150,             0.03332,            0.011649,           0.0050986,              0.9684,             0.92598,             0.96614,             0.52004,            0.029507,           0.0045539,           0.0083795,           0.0060419,           0.0060419,           0.0060419
                 151,            0.032549,            0.011529,           0.0048364,             0.95448,             0.93545,             0.96472,             0.51822,            0.029585,           0.0045629,           0.0089487,               0.006,               0.006,               0.006
                 152,            0.032955,            0.011702,           0.0050083,              0.9491,             0.94372,             0.96859,             0.51635,            0.029651,           0.0045991,           0.0090934,           0.0059581,           0.0059581,           0.0059581
                 153,            0.032712,            0.011595,           0.0049776,             0.96338,             0.92935,             0.96923,             0.51542,            0.029694,           0.0046264,           0.0088769,           0.0059162,           0.0059162,           0.0059162
                 154,            0.031925,            0.011512,           0.0049737,             0.97012,             0.92908,             0.97009,             0.51854,            0.029829,           0.0046349,           0.0086002,           0.0058744,           0.0058744,           0.0058744
                 155,            0.032498,             0.01187,           0.0049573,             0.96553,             0.92394,             0.96626,             0.51811,             0.02993,           0.0046358,           0.0083795,           0.0058325,           0.0058325,           0.0058325
                 156,            0.032216,             0.01153,           0.0047106,             0.95953,              0.9223,             0.95776,             0.51604,            0.030021,           0.0046409,           0.0082019,           0.0057907,           0.0057907,           0.0057907
                 157,            0.032601,            0.011726,           0.0047551,             0.96476,             0.92227,             0.95742,             0.51449,            0.030113,           0.0046535,           0.0082281,           0.0057488,           0.0057488,           0.0057488
